measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,India,Both,All Ages,Dysthymia,Number,2017,2784538.96058,3186945.2819,2411341.25093
Incidence,Madagascar,Both,All Ages,Major depressive disorder,Number,2017,741726.142526,827499.128535,662238.754729
Incidence,Madagascar,Both,All Ages,Dysthymia,Number,2017,38989.6706236,45039.9193496,33525.8186333
Incidence,Madagascar,Both,All Ages,Anxiety disorders,Number,2017,140393.84322,151394.02701,129599.77652
Incidence,Canada,Both,All Ages,Anxiety disorders,Number,2017,232924.578396,248035.225078,217164.062645
Incidence,Bahrain,Both,All Ages,Major depressive disorder,Number,2017,69613.5668545,78335.0922172,61938.8513912
Incidence,Bahrain,Both,All Ages,Dysthymia,Number,2017,2798.80069908,3249.98564481,2405.472864
Incidence,Bahrain,Both,All Ages,Anxiety disorders,Number,2017,10595.1481326,11446.2196848,9794.60870269
Incidence,Guinea,Both,All Ages,Major depressive disorder,Number,2017,312039.398868,349673.46676,278163.565758
Incidence,Guinea,Both,All Ages,Dysthymia,Number,2017,17542.9504128,20075.3476608,15135.4797542
Incidence,Guinea,Both,All Ages,Anxiety disorders,Number,2017,57904.2383851,62341.4842193,53398.4815402
Incidence,Nepal,Both,All Ages,Anxiety disorders,Number,2017,175827.578516,189627.858263,163154.971244
Incidence,Greenland,Both,All Ages,Major depressive disorder,Number,2017,3516.42117875,3896.07526545,3188.62588142
Incidence,Greenland,Both,All Ages,Dysthymia,Number,2017,156.382531938,177.805155466,136.049537029
Incidence,Greenland,Both,All Ages,Anxiety disorders,Number,2017,414.674985745,443.307691047,386.284547282
Incidence,Latvia,Both,All Ages,Major depressive disorder,Number,2017,75921.7713812,83541.2295272,69263.3573183
Incidence,Latvia,Both,All Ages,Dysthymia,Number,2017,5079.3080045,5784.67531724,4437.78488016
Incidence,Latvia,Both,All Ages,Anxiety disorders,Number,2017,8518.6678047,9072.40956819,7941.62382937
Incidence,France,Both,All Ages,Major depressive disorder,Number,2017,2899482.78331,3216111.83662,2639959.50036
Incidence,France,Both,All Ages,Dysthymia,Number,2017,138781.507968,157669.239523,121654.140251
Incidence,Peru,Both,All Ages,Major depressive disorder,Number,2017,631292.349431,701035.007459,570983.912574
Incidence,Peru,Both,All Ages,Dysthymia,Number,2017,54205.6842775,61678.3760106,47111.1105032
Incidence,Peru,Both,All Ages,Anxiety disorders,Number,2017,200059.039399,214887.243813,185201.224524
Incidence,Mozambique,Both,All Ages,Major depressive disorder,Number,2017,876770.628802,986344.097906,782867.077237
Incidence,Mozambique,Both,All Ages,Dysthymia,Number,2017,43847.7298411,50708.2900558,37519.422724
Incidence,Mozambique,Both,All Ages,Anxiety disorders,Number,2017,165650.014098,179110.15733,153411.708707
Incidence,Bermuda,Both,All Ages,Anxiety disorders,Number,2017,396.839473742,425.473386332,370.692040901
Incidence,Mauritius,Both,All Ages,Major depressive disorder,Number,2017,38169.1068977,42256.2554871,34708.2662257
Incidence,Mauritius,Both,All Ages,Dysthymia,Number,2017,3329.39591774,3858.36324662,2878.37832011
Incidence,Mauritius,Both,All Ages,Anxiety disorders,Number,2017,6575.50353338,6982.19622396,6145.31422924
Incidence,Ghana,Both,All Ages,Major depressive disorder,Number,2017,827285.040153,924182.87601,745126.725188
Incidence,Ghana,Both,All Ages,Dysthymia,Number,2017,50157.5536585,57446.0794759,43280.368397
Incidence,Ghana,Both,All Ages,Anxiety disorders,Number,2017,150930.823011,162323.838667,139417.855586
Incidence,India,Both,All Ages,Anxiety disorders,Number,2017,7507114.33425,8126650.89126,6954788.4082
Incidence,Seychelles,Both,All Ages,Major depressive disorder,Number,2017,2002.67607301,2217.24452292,1806.87568022
Incidence,Seychelles,Both,All Ages,Dysthymia,Number,2017,242.706883605,281.55045666,209.824018249
Incidence,Seychelles,Both,All Ages,Anxiety disorders,Number,2017,515.510824226,550.47793904,479.288195108
Incidence,Moldova,Both,All Ages,Major depressive disorder,Number,2017,132295.064522,145821.454076,119777.439436
Incidence,Moldova,Both,All Ages,Dysthymia,Number,2017,9557.00929478,10963.3864908,8336.95921354
Incidence,Moldova,Both,All Ages,Anxiety disorders,Number,2017,17093.8272548,18316.1613107,15883.7709253
Incidence,Lithuania,Both,All Ages,Major depressive disorder,Number,2017,141037.255759,153998.061984,128617.692925
Incidence,Lithuania,Both,All Ages,Dysthymia,Number,2017,7465.80769031,8524.1036734,6535.38293823
Incidence,Lithuania,Both,All Ages,Anxiety disorders,Number,2017,12501.7687447,13305.811024,11660.6434491
Incidence,Iran,Both,All Ages,Major depressive disorder,Number,2017,5075200.73501,5792700.1337,4461343.84531
Incidence,Iraq,Both,All Ages,Dysthymia,Number,2017,68034.6103119,78394.8896218,58982.9977103
Incidence,Nepal,Both,All Ages,Major depressive disorder,Number,2017,943468.283187,1049093.98018,855331.363924
Incidence,Nepal,Both,All Ages,Dysthymia,Number,2017,57725.1721335,65989.2309618,50144.9040988
Incidence,Iraq,Both,All Ages,Anxiety disorders,Number,2017,288163.272186,310237.534737,268493.488413
Incidence,Greece,Both,All Ages,Major depressive disorder,Number,2017,435952.790484,479397.610522,396739.645181
Incidence,Greece,Both,All Ages,Dysthymia,Number,2017,24394.7989979,27762.1350253,21190.0625857
Incidence,Greece,Both,All Ages,Anxiety disorders,Number,2017,65050.654594,69419.7860954,61130.6891544
Incidence,Pakistan,Both,All Ages,Major depressive disorder,Number,2017,5429693.36105,6064106.40465,4872517.39351
Incidence,Pakistan,Both,All Ages,Dysthymia,Number,2017,377977.739017,434760.524412,328342.671424
Incidence,Pakistan,Both,All Ages,Anxiety disorders,Number,2017,1249059.68209,1346852.45977,1159539.44083
Incidence,Russian Federation,Both,All Ages,Major depressive disorder,Number,2017,5682337.1154,6406889.29533,5053336.77629
Incidence,Russian Federation,Both,All Ages,Dysthymia,Number,2017,378313.783831,432836.220617,329556.58251
Incidence,Russian Federation,Both,All Ages,Anxiety disorders,Number,2017,661881.617569,716034.366145,611431.252012
Incidence,Ukraine,Both,All Ages,Major depressive disorder,Number,2017,2144387.68782,2437442.8387,1901391.01397
Incidence,Ukraine,Both,All Ages,Dysthymia,Number,2017,118754.63404,135753.275651,103628.04055
Incidence,Ukraine,Both,All Ages,Anxiety disorders,Number,2017,202379.333553,218720.197862,187269.20796
