id,year,title,langname,gcode,area,langfamily,affiliation,longitude,latitude
mdp.39076001006175,1973,"Simon and Schuster's international dictionary. Diccionario internacional Simon and Schuster. English/Spanish, Spanish/English. Tana de Gámez, editor in chief.",Spanish,stan1288,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Castilic",-1.11788,40.4414
mdp.39015012987775,1970,Simplified English-Malay dictionary.,Standard Malay,stan1306,Eurasia,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Sumbawan,Northand East Malayo-Sumbawan,Malayic,Nuclear Malayic,Indonesian Archipelago Malay",101.699,3.08896
uva.x030039263,2003,Si-sa elite Korean-English dictionary = Ellitʻŭ Han-Yŏng sajŏn / [pʻyŏnja YBM/Si-sa Sajŏn Pʻyŏnchʻansil].,Korean,kore1280,Eurasia,Koreanic,Koreanic,128,37.5
uc1.c105284269,2011,Skwxwú7mesh sníchim xwelíten sníchim : Skexwts = Squamish - English dictionary / Skwxwú7mesh Uxwumixw Ns7éyxnitm ta Snewéyalh = Squamish Nation Education Department.,Squamish,squa1248,North America,Salishan,"Salishan,Central Salish",236.986,49.3231
uc1.$b429605,1962,Slovene-English dictionary.,Slovenian,slov1268,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic",14.7766,46.2543
uva.x001667012,1989,Slovene-English dictionary = Slovensko-angleški slovar / Marija Javoršek.,Slovenian,slov1268,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic",14.7766,46.2543
nyp.33433001555238,1912,"Slovenian-English grammar, interpreter, letterwriter and information on naturalization. English-Slovenian and Slovenian-English dictionary.",Slovenian,slov1268,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic",14.7766,46.2543
njp.32101047254055,1904,Slovenian-English pocket dictionary to facilitate the study of both languages. By Victor J. Kubelka ...,Slovenian,slov1268,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic",14.7766,46.2543
pst.000022771094,1930,"Slovensko-anglický slovník : Slovak-English dictionary, sostavil J. J. Konuš.",Czech,czec1258,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,West Slavic,Czech-Slovak,Czech-Lach",15.10437,49.873398
uc1.32106010219514,1942,Slovník česko-anglický s úplnou anglickou výslovností. A Bohemian and English dictionary. Sepsal Karel Jonáš. Vydání se všeobecným doplňkem.,Czech,czec1258,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,West Slavic,Czech-Slovak,Czech-Lach",15.10437,49.873398
iau.31858046020370,1919,Slovník anglicko-ceský sestavil V. A. Jung. A dictionary of the English and Bohemian languages.,Czech,czec1258,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,West Slavic,Czech-Slovak,Czech-Lach",15.10437,49.873398
njp.32101067184091,1918,"Slovník česko-anglický s úplnou anglickou výslovností = A Bohemian and English dictionary / sepsal, Karel Jonáš.",Czech,czec1258,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,West Slavic,Czech-Slovak,Czech-Lach",15.10437,49.873398
uiug.30112025231967,1947,Smaller Latin-English dictionary / by Sir W.S. ...,Latin,lati1261,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin",12.4502,41.9026
mdp.39015054449544,2000,Smith's English-Latin dictionary / by William Smith and Theophilus D. Hall ; foreword by Dirk Sacré.,Latin,lati1261,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin",12.4502,41.9026
hvd.32044086560505,1897,Somali-English and English-Somali dictionary.,Somali,soma1255,Africa,Afro-Asiatic,"Afro-Asiatic,Cushitic,East Cushitic,Lowland East Cushitic,Southern Lowland East Cushitic,Mainstream Lowland East Cushitic,Omo-Tana,Eastern Omo-Tana",45.152856,4.778704
uva.x000014908,1968,"Somali-English dictionary, by R. C. Abraham.",Somali,soma1255,Africa,Afro-Asiatic,"Afro-Asiatic,Cushitic,East Cushitic,Lowland East Cushitic,Southern Lowland East Cushitic,Mainstream Lowland East Cushitic,Omo-Tana,Eastern Omo-Tana",45.152856,4.778704
mdp.39015048546033,1999,"Somali-English, English-Somali dictionary and phrasebook/ Nicholas Awde; Cabdulqaadir Xaaji Cali Xaaji Axmed; Martin Orwin.",Somali,soma1255,Africa,Afro-Asiatic,"Afro-Asiatic,Cushitic,East Cushitic,Lowland East Cushitic,Southern Lowland East Cushitic,Mainstream Lowland East Cushitic,Omo-Tana,Eastern Omo-Tana",45.152856,4.778704
mdp.39015067907991,1986,Sora-English dictionary / compiled by G.V. Ramamurti.,Sora,sora1254,Eurasia,Austroasiatic,"Austroasiatic,Mundaic,South Munda,Sora-Juray-Gorum,Sora-Juray",84.19,19.1213
mdp.39015036672411,1938,"Sora English dictionary, compiled by Rao Sahib G. V. Ramamurti ... Published under the authority of the government of Madras.",Sora,sora1254,Eurasia,Austroasiatic,"Austroasiatic,Mundaic,South Munda,Sora-Juray-Gorum,Sora-Juray",84.19,19.1213
inu.30000007110764,1950,"Southern Sotho-English dictionary / [by] A. Mabille [and] H. Dieterlen ; reclassified, rev. and enl. by R. A. Paroz.",Southern Sotho,sout2807,Africa,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Southern Bantu-Makua,Sotho-Makua-Venda,Sotho-Makua,Sotho-Tswana (S.30),Sotho,Sesotho-Lozi",27.89,-28.78
mdp.39015036876640,1962,Spanish and English dictionary = Diccionario inglés y español / by Edwin B. Williams.,Spanish,stan1288,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Castilic",-1.11788,40.4414
txu.059173027874439,1969,Spanish-English/English-Spanish commercial dictionary. Diccionario de commercio español-inglés/inglés-español.,Spanish,stan1288,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Castilic",-1.11788,40.4414
uc1.32106011541734,1994,"Spanish-English, English-Spanish concise dictionary (Latin American) / Ila Warner.",Spanish,stan1288,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Castilic",-1.11788,40.4414
pst.000050229772,2000,"Spanish-English, English-Spanish dictionary.",Spanish,stan1288,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Castilic",-1.11788,40.4414
txu.059173015232150,1999,"Spanish-English, English-Spanish (Latin American) : dictionary and phrasebook / Ila Warner.",Spanish,stan1288,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Castilic",-1.11788,40.4414
uc1.$b579388,1892,"Spiers and Surenne's English and French pronouncing dictionary : newly composed from the English dictionaries of Johnson, Webster, Worcester, Richardson, etc. and from the French dictionaries of the French Academy, Laveaux, Boiste, Bescherelle, Landais, etc. containing a great number of words not found in other dictionaries ... / by A. Spiers.",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
uc1.a0000892844,1919,Spurrell's pocket dictionary : Welsh-English & English-Welsh / by J. Bodvan Anwyl.,Welsh,wels1247,Eurasia,Indo-European,"Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Old-Modern Welsh",-4,52
uc1.b2739114,1969,Sridevi Malayalam-English dictionary. Compiled by Karunakara Menon Vadakkekkara.,Malayalam,mala1464,Eurasia,Dravidian,"Dravidian,South Dravidian,South Dravidian I,Tamil-Kannada,Tamil-Kota,Tamil-Toda,Tamil-Irula,Tamil-Kodagu,Tamil-Malayalam,Malayalamoid",76.7651,9.59208
inu.30000037357823,1990,"Srpskohrvatsko engleski rečnik = Serbocroatian English dictionary / Svetozar Brkić, Branko Momčilović.",Serbian-Croatian-Bosnian,sout1528,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic",18.81,44.15
mdp.39015008845417,1980,"Srpskohrvatsko engleski rečnik = Serbocroatian English dictionary / Svetozar Brkić, Branko Momčilović.",Serbian-Croatian-Bosnian,sout1528,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic",18.81,44.15
uva.x000688546,1982,Standard English-Korean dictionary for foreigners : romanized / edited by B.J. Jones,Korean,kore1280,Eurasia,Koreanic,Koreanic,128,37.5
mdp.39015063121571,1993,Standard Indonesian-English dictionary / Peter Salim.,Indonesian,indo1316,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Sumbawan,Northand East Malayo-Sumbawan,Malayic,Nuclear Malayic,Indonesian Archipelago Malay",109.716,-7.33458
uc1.31822003422839,1986,Standard Korean-English dictionary for foreigners : romanized / edited by Gene S. Rhie & B.J. Jones,Korean,kore1280,Eurasia,Koreanic,Koreanic,128,37.5
mdp.39015046393545,1955,Standard pronouncing Vietnamese-English and English-Vietnamese dictionary.,Vietnamese,viet1252,Eurasia,Austroasiatic,"Austroasiatic,Vietic,Viet-Muong",105.774071,20.681188
mdp.39015046821289,1992,"Star children's picture dictionary, bilingual, English-Hindi : with over 1000 English words classified in 14 topics / compiled by Babita Verma ; designed by Mrinal Mitra.",Hindi,hind1269,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Centralzone,Subcontinental Central Indo-Aryan,Western Hindi,Hindustani",77,25
mdp.39015062078905,1992,"Star children's picture dictionary, bilingual, English-Urdu : with over 1000 English words classified in 14 topics / compiled by Babita Verma ; designed by Mrinal Mitra.",Urdu,urdu1245,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Centralzone,Subcontinental Central Indo-Aryan,Western Hindi,Hindustani",67,25
mdp.39015070105021,2005,"Star English-Panjabi, Punjabi-English combined dictionary = Saṭāra Aṅgrezī-Pañjābī, Pañjābī-Aṅgrezī ḍikashanarī / compiled and edited by Amrik Singh Walia in cooperation with Parkash Singh Gill.",Eastern Panjabi,panj1256,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Northwesternzone,Sindhi-Lahnda,Eastern Panjabic",75.6702,30.0368
mdp.39015046394345,1958,Students' favourite dictionary (Bengali to English),Bengali,beng1280,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Easternzone,Oriya-Gauda-Kamrupa,Gauda-Kamrupa,Gauda-Banga",90,24
mdp.39015029874024,1972,"Students' favourite dictionary (Bengali to English); includes all Bengali words, current, colloquial, and literary, compound words, phrases, idioms, technical terms in current use, new coinages, proverbs, proper names and their English equivalents, with illustrations of their idiomatic use, supplemented by valuable appendices packed with miscellaneous information.",Bengali,beng1280,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Easternzone,Oriya-Gauda-Kamrupa,Gauda-Kamrupa,Gauda-Banga",90,24
uc1.$b325959,1964,Students' favourite dictionary (English-to-Bengali & English),Bengali,beng1280,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Easternzone,Oriya-Gauda-Kamrupa,Gauda-Kamrupa,Gauda-Banga",90,24
nyp.33433075910665,1916,Students' Italian-English and English-Italian dictionary / compiled from the best authorities on modern languages.,Italian,ital1282,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Italo-Dalmatian,Italian Romance",12.6489,43.0464
mdp.39015022928488,1964,"Students' popular dictionary; English-English-Oriya containing about 30,000 word-meanings.",Kotia-Adivasi Oriya-Desiya,adiv1239,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Easternzone,Oriya-Gauda-Kamrupa,Macro-Oriya",82.8487,18.1046
mdp.39015010552977,1988,"Students' Sanskrit-English, English-Sanskrit dictionary, specially prepared for high school & college students.",Sanskrit,sans1269,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan",77,20
pst.000060810335,1968,Suomalais-englantilainen suuranakirja : Finnish-English general dictionary.,Finnish,finn1318,Eurasia,Uralic,"Uralic,Finnic,Coastal Finnic,Neva,North Finnic,Nuclear Finnish",25.5577,64.7628
uc1.31822028053700,1997,"Sūpā ankā Ei-Wa jiten = The super anchor English-Japanese dictionary / henshū shukan Yamagishi Katsuei ; kanshū Kodama Tokumi, Kaise Chiaki",Japanese,nucl1643,Eurasia,Japonic,"Japonic,Japanesic,Japan-Taiwan Japanese",135,35
uc1.b4016986,1903,"Swahili-English dictionary, by A.C. Madan.",Swahili,swah1253,Africa,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Northeast Savanna Bantu,Northeast Coastal Bantu,Coastal N E C Bantu,Sabaki-Swahili,Swahili (G.40),Mombasa-Lamu-Inland Swahili",37.624,-8.25605
uva.x001217982,1969,Swahili English dictionary : (founded on Madan's Swahili-English dictionary) / by the Inter-territorial Language Committee for the East African Dependencies under the direction of the late Frederick Johnson.,Swahili,swah1253,Africa,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Northeast Savanna Bantu,Northeast Coastal Bantu,Coastal N E C Bantu,Sabaki-Swahili,Swahili (G.40),Mombasa-Lamu-Inland Swahili",37.624,-8.25605
uc1.32106011356919,2000,"Swahili-English, English-Swahili dictionary / by Nicholas Awde",Swahili,swah1253,Africa,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Northeast Savanna Bantu,Northeast Coastal Bantu,Coastal N E C Bantu,Sabaki-Swahili,Swahili (G.40),Mombasa-Lamu-Inland Swahili",37.624,-8.25605
iau.31858007128550,1904,Swedish-English & English-Swedish dictionary.,Swedish,swed1254,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,East Swedic",17.389526,59.800634
mdp.39015010829847,1958,"Tahitian-English, English-Tahitian dictionary. Compiled by Leonard Clairmont, in collaboration with Mauu Ariiteuira Teriitahi.",Tahitian,tahi1242,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Central Pacificlinkage,Tokelau-Fijian,Polynesian,Nuclear Polynesian,Northern Outlier Polynesian-East Polynesian,Solomons Northern Outlier Polynesian-East Polynesian,Central Northern Outlier Polynesian-East Polynesian,East Polynesian,Central Eastern Polynesian,Tahitian-Austral",210.55,-17.6485
uc1.31822003845856,1976,Takahashi's romanized English-Japanese dictionary / [compiled by Morio Takahashi ; rev. by Hiroshi Takahashi],Japanese,nucl1643,Eurasia,Japonic,"Japonic,Japanesic,Japan-Taiwan Japanese",135,35
njp.32101067640506,1920,Takenobu's Japanese-English dictionary.,Japanese,nucl1643,Eurasia,Japonic,"Japonic,Japanesic,Japan-Taiwan Japanese",135,35
mdp.39015010204579,1948,"Talátinigáng panlukbutan : Pocket dictionary Tagalog-English, English-Tagalog / prepared by Clodualdo del Mundo and Andrea Amor Tablan.",Tagalog,taga1270,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Greater Central Philippine,Central Philippine,Tagalogic,Tagalog-Filipino",121.747,14.06
uva.x000598431,1976,"Tamiḻ-Āṅkila akarāti = Tamil-English dictionary / tokuppu, Ira. Pālakiruṭṭiṇa Mutaliyār.",Tamil,tami1289,Eurasia,Dravidian,"Dravidian,South Dravidian,South Dravidian I,Tamil-Kannada,Tamil-Kota,Tamil-Toda,Tamil-Irula,Tamil-Kodagu,Tamil-Malayalam,Tamiloid,Tamil-Paliyan",78.825989,10.520219
uva.x030247809,2004,Tamil and English dictionary = Tamil̲-Āṅkila akarāti / V. Visvanatha Pillai.,Tamil,tami1289,Eurasia,Dravidian,"Dravidian,South Dravidian,South Dravidian I,Tamil-Kannada,Tamil-Kota,Tamil-Toda,Tamil-Irula,Tamil-Kodagu,Tamil-Malayalam,Tamiloid,Tamil-Paliyan",78.825989,10.520219
uiug.30112050895645,1997,Tamil  -A  n  kila akara  ti / Em. Vin  culo   = Winslow's a comprehensive Tamil and English dictionary / M. Winslow.,Tamil,tami1289,Eurasia,Dravidian,"Dravidian,South Dravidian,South Dravidian I,Tamil-Kannada,Tamil-Kota,Tamil-Toda,Tamil-Irula,Tamil-Kodagu,Tamil-Malayalam,Tamiloid,Tamil-Paliyan",78.825989,10.520219
uva.x001075834,1977,"Tanga-English, English-Tanga dictionary / by F. L. S. Bell ; with introd. by A. Capell.",Tangga,tang1348,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Western Oceaniclinkage,Meso Melanesianlinkage,New Ireland-Northwest Solomoniclinkage,St Georgelinkage",153.611,-4.08824
mdp.39015041753073,1995,"Tangkhul-English, Hindi dictionary / S. Arokianathan ; Hindi gloss by Rekha Sharma.",Hindi,hind1269,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Centralzone,Subcontinental Central Indo-Aryan,Western Hindi,Hindustani",77,25
uva.x000275976,1949,Taschenwörterbuch der deutschen und englischen Sprachen : mit Ausspracheregeln = Handy dictionary of the German and English languages : with rules as to pronunciation.,German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
mdp.39015032310883,1994,"Tatar-English, English-Tatar dictionary / Sergey Shakhmayev.",Tatar,tata1255,Eurasia,Turkic,"Turkic,Common Turkic,Kipchak,North Kipchak",50,55
uc1.b4277912,1975,Tausug-English dictionary : Kabtangan iban maana / Irene Hassan ... [et al.],Tausug,taus1251,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Greater Central Philippine,Central Philippine,Bisayan,South Bisayan,Butuan-Tausug",118.88,5.12236
mdp.39015063654530,2004,"Tboli-English dictionary / compiled by Silin A. Awed, Lillian B. Underwood, Vivian M. van Wynen.",Tboli,tbol1240,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Bilic,Tboli-Blaan",124.538,6.20377
uc1.b3445424,1959,Tự-diên tiêu-chuân Anh-Viêt và Viêt-Anh. Standard pronouncing English-Vietnamese and Vietnamese-English dictionary.,Vietnamese,viet1252,Eurasia,Austroasiatic,"Austroasiatic,Vietic,Viet-Muong",105.774071,20.681188
uc1.$b377759,1993,"T̀ư dỉên Anh Vịêt : khoảng 96500 mục t̀ư = English Vietnamese dictionary / Tr̀ân Kim N̉ơ, chủ biên ... [et al.].",Vietnamese,viet1252,Eurasia,Austroasiatic,"Austroasiatic,Vietic,Viet-Muong",105.774071,20.681188
mdp.39015066792444,2005,"Te aka : Maori-English, English-Maori dictionary and index / John C. Moorfield.",Maori,maor1246,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Central Pacificlinkage,Tokelau-Fijian,Polynesian,Nuclear Polynesian,Northern Outlier Polynesian-East Polynesian,Solomons Northern Outlier Polynesian-East Polynesian,Central Northern Outlier Polynesian-East Polynesian,East Polynesian,Central Eastern Polynesian",176.541,-38.2881
coo.31924014111847,1948,"Telâffuzlu Ingilizce-Türkc̦e okul lûgati. A school dictionary, English-Turkish. Ücüncü ve tam basi. 40,000 kelime.",Turkish,nucl1301,Eurasia,Turkic,"Turkic,Common Turkic,Oghuz,Nuclear Oghuz,West Oghuz",32.8667,39.8667
pst.000019523026,1990,Telugu-English dictionary / P. Sankaranarayana.,Telugu,telu1262,Eurasia,Dravidian,"Dravidian,South Dravidian,South Dravidian I I,Teluguic",78.7024,16.4529
wu.89068229020,1862,Telugu-English dictionary : with the Telugu words printed in the Roman as well as in the Telugu character ... / by P. Percival.,Telugu,telu1262,Eurasia,Dravidian,"Dravidian,South Dravidian,South Dravidian I I,Teluguic",78.7024,16.4529
uva.x004887208,2003,"Telugu-English dictionary, with the Telugu words printed in the roman as well as in the Telugu character = Telugu-Iṅglīṣ nighaṇṭuvu / P. Percival.",Telugu,telu1262,Eurasia,Dravidian,"Dravidian,South Dravidian,South Dravidian I I,Teluguic",78.7024,16.4529
hvd.hwpml7,1900,"Telugu-nightantuvulu, containing I. Telugu-English: small dictionary, scientifical dictionary, 2. English-Telugu: classical dictionary, vocabulary to the Bible.",Telugu,telu1262,Eurasia,Dravidian,"Dravidian,South Dravidian,South Dravidian I I,Teluguic",78.7024,16.4529
mdp.39015022883881,1998,"Temiar - English, English - Temiar dictionary / Nathalie Means.",Temiar,temi1246,Eurasia,Austroasiatic,"Austroasiatic,Aslian,Central-Northern Aslian,Senoic,Lanoh-Semnam-Temiar",101.438,4.974
mdp.39015059568991,2002,Tèè-English dictionary = Tabtàb tèè turé bu bekéè / by Wilson Kpàkpàn Nwí-Bàrì.,Tee,teee1242,Africa,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Delta Cross,Ogonoid,East Ogonoid,Tai-Kana",7.37553,4.73213
mdp.39015034970593,1994,Te tikisionale o te ʻgana Tuvalu = A Tuvaluan-English dictionary / Geoffrey W. Jackson (Tiefu).,Tuvalu,tuva1244,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Central Pacificlinkage,Tokelau-Fijian,Polynesian,Nuclear Polynesian,Ellicean",179.198088,-8.520813
uc1.b4237590,1984,Tetun-English dictionary / by Cliff Morris.,Tetun Dili,tetu1246,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Central Malayo-Polynesian,Timoric A,Central Timoric A,Tetunic",125.583,-8.58405
uc1.b3912178,1961,Thai-English dictionary.,Thai,thai1261,Eurasia,Tai-Kadai,"Tai-Kadai,Kam-Tai,Daic-Beic,Daic,Central-Southwestern Tai,Wenma-Southwestern Tai,Sapa-Southwestern Tai,Southwestern Tai,Southwestern Thai P H,Lao-Thai",100.671,14.192
miun.aqb1074.0001.001,1941,Thai-English dictionary / by George Bradley McFarland.,Thai,thai1261,Eurasia,Tai-Kadai,"Tai-Kadai,Kam-Tai,Daic-Beic,Daic,Central-Southwestern Tai,Wenma-Southwestern Tai,Sapa-Southwestern Tai,Southwestern Tai,Southwestern Thai P H,Lao-Thai",100.671,14.192
uc1.32106005177503,1970,"The Advanced learner's dictionary, English-English-Chinese / A. S. Hornby, E. V. Gatenby, H. Wakefield.",Mandarin Chinese,mand1415,Eurasia,Sino-Tibetan,"Sino-Tibetan,Sinitic,Classical-Middle-Modern Sinitic,Middle-Modern Sinitic,Northern Chinese,Mandarinic",116.228,40.0209
uiug.30112057385772,1944,"The Aleut language, the elements of Aleut grammar with a dictionary in two parts containing basic vocabularies of Aleut and English, by Richard Henry Geoghegan; edited by Fredericka I. Martin.",Aleut,aleu1260,North America,Eskimo-Aleut,Eskimo-Aleut,185.71,52.1228
mdp.39015047540805,1986,"The American heritage Larousse Spanish dictionary. Spanish/English, English/Spanish",Spanish,stan1288,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Castilic",-1.11788,40.4414
uc1.31822033427022,2001,"The American Heritage Spanish dictionary : Spanish/English, inglés/español",Spanish,stan1288,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Castilic",-1.11788,40.4414
mdp.39015030431194,1974,"The Aryabhushan school dictionary, Marathi-English / by Shridhar Ganesh Vaze.",Marathi,mara1378,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Southernzone,Marathic",76.6665,17.9344
uc1.b3913044,1983,The Assissi Learner's English-English-Malayalam dictionary : with an additional dictionary of idioms compiled by Miss P. Brookes Smith / by C.A. Sheppard & M.I. Warrier.,Malayalam,mala1464,Eurasia,Dravidian,"Dravidian,South Dravidian,South Dravidian I,Tamil-Kannada,Tamil-Kota,Tamil-Toda,Tamil-Irula,Tamil-Kodagu,Tamil-Malayalam,Malayalamoid",76.7651,9.59208
mdp.39076001190045,1981,The Bantam new college German & English dictionary / John C. Traupman.,German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
mdp.39076002128432,1995,The Bantam new college Latin & English dictionary / John C. Traupman.,Latin,lati1261,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin",12.4502,41.9026
inu.30000049165420,1980,"The basic English-Chinese, Chinese-English dictionary : using simplified characters (with an appendix containing the original complex characters) transliterated in accordance with the new, official Chinese phonetic alphabet / compiled by Peter M. Bergman.",Mandarin Chinese,mand1415,Eurasia,Sino-Tibetan,"Sino-Tibetan,Sinitic,Classical-Middle-Modern Sinitic,Middle-Modern Sinitic,Northern Chinese,Mandarinic",116.228,40.0209
osu.32435009324328,1944,"The Brazilian-Portuguese frasograf : English-Portuguese : a dictionary of phrases, idiomatic expressions and words most commonly used in everyday conversation / by Rosalind Ashe and Albert Avigdor.",Portuguese,port1283,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Galician Romance,Macro-Portuguese,Brazil-Portugal Portuguese",-8.1,39.91
mdp.39015064814844,1962,"The Canadian dictionary, French-English, English-French.",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
pst.000044704193,1927,The Classic French dictionary : French-English and English-French.,French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
nyp.33433082187117,-999,"The Classic French dictionary : in two parts, French-English and English-French / compiled from the best authorities of both languages.",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
